input: -0.123655, output_cpu: 0.469126, output_gpu: 0.469126
input: 0.283646, output_cpu: 0.283646, output_gpu: 0.283646
input: -0.112130, output_cpu: -0.112130, output_gpu: -0.112130
input: 0.604419, output_cpu: 0.604419, output_gpu: 0.604419
input: 0.114564, output_cpu: 0.114564, output_gpu: 0.114564
input: -0.160101, output_cpu: -0.160101, output_gpu: -0.160101
input: -0.327651, output_cpu: -0.327651, output_gpu: -0.327651
input: 0.103167, output_cpu: 0.103167, output_gpu: 0.103167
input: -0.132708, output_cpu: -0.132708, output_gpu: -0.132708
input: -0.038372, output_cpu: -0.038372, output_gpu: -0.038372
input: -0.194799, output_cpu: -0.194799, output_gpu: -0.194799
input: -0.160449, output_cpu: -0.160449, output_gpu: -0.160449
input: 0.535903, output_cpu: 0.535903, output_gpu: 0.535903
input: 0.366364, output_cpu: 0.366364, output_gpu: 0.366364
input: 0.269603, output_cpu: 0.269603, output_gpu: 0.269603
input: 0.332750, output_cpu: 0.332750, output_gpu: 0.332750
input: 0.742635, output_cpu: 0.742635, output_gpu: 0.742635
input: 0.089512, output_cpu: 0.089512, output_gpu: 0.089512
input: -0.282652, output_cpu: -0.282652, output_gpu: -0.282652
input: -0.314874, output_cpu: -0.314874, output_gpu: -0.314874
input: -0.002412, output_cpu: -0.002412, output_gpu: -0.002412
input: -0.178528, output_cpu: -0.178528, output_gpu: -0.178528
input: 0.161850, output_cpu: 0.161850, output_gpu: 0.161850
input: -0.130038, output_cpu: -0.130038, output_gpu: -0.130038
input: 0.025417, output_cpu: 0.025417, output_gpu: 0.025417
input: 0.455390, output_cpu: 0.455390, output_gpu: 0.455390
input: 0.525693, output_cpu: 0.525693, output_gpu: 0.525693
input: 0.658504, output_cpu: 0.658504, output_gpu: 0.658504
input: 0.480164, output_cpu: 0.480164, output_gpu: 0.480164
input: 0.406417, output_cpu: 0.406417, output_gpu: 0.406418
input: -0.033113, output_cpu: -0.033113, output_gpu: -0.033113
input: -0.193130, output_cpu: -0.193130, output_gpu: -0.193130
input: -0.214903, output_cpu: -0.214903, output_gpu: -0.214903
input: -0.398618, output_cpu: -0.398618, output_gpu: -0.398618
input: -0.161271, output_cpu: -0.161271, output_gpu: -0.161271
input: 0.156014, output_cpu: 0.156014, output_gpu: 0.156014
input: -0.172305, output_cpu: -0.172305, output_gpu: -0.172305
input: 0.004967, output_cpu: 0.004967, output_gpu: 0.004967
input: 0.179681, output_cpu: 0.179681, output_gpu: 0.179681
input: 0.379717, output_cpu: 0.379717, output_gpu: 0.379717
input: 0.465140, output_cpu: 0.465140, output_gpu: 0.465140
input: 0.378575, output_cpu: 0.378575, output_gpu: 0.378575
input: 0.236310, output_cpu: 0.236310, output_gpu: 0.236310
input: -0.036843, output_cpu: -0.036843, output_gpu: -0.036843
input: -0.097046, output_cpu: -0.097046, output_gpu: -0.097046
input: -0.254276, output_cpu: -0.254276, output_gpu: -0.254276
input: -0.510380, output_cpu: -0.510380, output_gpu: -0.510380
input: -0.202983, output_cpu: -0.202983, output_gpu: -0.202983
input: 0.288658, output_cpu: 0.288658, output_gpu: 0.288658
input: 0.303780, output_cpu: 0.303780, output_gpu: 0.303780
input: 0.445893, output_cpu: 0.445893, output_gpu: 0.445893
input: 0.657485, output_cpu: 0.657485, output_gpu: 0.657485
input: 0.748633, output_cpu: 0.748633, output_gpu: 0.748633
input: 0.739929, output_cpu: 0.739929, output_gpu: 0.739929
input: 0.614486, output_cpu: 0.614486, output_gpu: 0.614486
input: 0.288190, output_cpu: 0.288190, output_gpu: 0.288190
input: 0.156547, output_cpu: 0.156547, output_gpu: 0.156547
input: -0.102324, output_cpu: -0.102324, output_gpu: -0.102324
input: -0.139320, output_cpu: -0.139320, output_gpu: -0.139320
input: -0.135993, output_cpu: -0.135993, output_gpu: -0.135993
input: -0.146846, output_cpu: -0.146846, output_gpu: -0.146846
input: 0.353166, output_cpu: 0.353166, output_gpu: 0.353166
input: 0.587844, output_cpu: 0.587844, output_gpu: 0.587844
input: 0.717863, output_cpu: 0.717863, output_gpu: 0.717863
input: 0.879336, output_cpu: 0.879336, output_gpu: 0.879336
input: 0.942751, output_cpu: 0.942751, output_gpu: 0.942751
input: 0.919477, output_cpu: 0.919477, output_gpu: 0.919477
input: 0.851402, output_cpu: 0.851402, output_gpu: 0.851402
input: 0.617733, output_cpu: 0.617733, output_gpu: 0.617733
input: 0.306141, output_cpu: 0.306141, output_gpu: 0.306141
input: 0.040783, output_cpu: 0.040783, output_gpu: 0.040783
input: 0.354927, output_cpu: 0.354927, output_gpu: 0.354927
input: -0.460349, output_cpu: -0.460349, output_gpu: -0.460349
input: -0.477189, output_cpu: -0.477189, output_gpu: -0.477189
input: -0.554080, output_cpu: -0.554080, output_gpu: -0.554080
input: -0.664370, output_cpu: -0.664370, output_gpu: -0.664370
input: -0.637107, output_cpu: -0.637107, output_gpu: -0.637107
input: -0.567753, output_cpu: -0.567753, output_gpu: -0.567753
input: -0.530222, output_cpu: -0.530222, output_gpu: -0.530222
input: -0.591439, output_cpu: -0.591439, output_gpu: -0.591439
input: -0.629156, output_cpu: -0.629156, output_gpu: -0.629156
input: -0.652457, output_cpu: -0.652457, output_gpu: -0.652457
input: -0.601980, output_cpu: -0.601980, output_gpu: -0.601980
input: -0.499207, output_cpu: -0.499207, output_gpu: -0.499207
input: -0.456595, output_cpu: -0.456595, output_gpu: -0.456595
input: -0.228186, output_cpu: -0.228186, output_gpu: -0.228186
input: -0.092842, output_cpu: -0.092842, output_gpu: -0.092842
input: -0.132941, output_cpu: -0.132941, output_gpu: -0.132941
input: -0.229797, output_cpu: -0.229797, output_gpu: -0.229797
input: -0.306739, output_cpu: -0.306739, output_gpu: -0.306739
input: -0.197841, output_cpu: -0.197841, output_gpu: -0.197841
input: -0.166400, output_cpu: -0.166400, output_gpu: -0.166400
input: -0.205522, output_cpu: -0.205522, output_gpu: -0.205522
input: -0.305944, output_cpu: -0.305944, output_gpu: -0.305944
input: -0.248847, output_cpu: -0.248847, output_gpu: -0.248847
input: -0.172670, output_cpu: -0.172670, output_gpu: -0.172670
input: -0.110469, output_cpu: -0.110469, output_gpu: -0.110469
input: -0.235252, output_cpu: -0.235252, output_gpu: -0.235252
input: 0.151040, output_cpu: 0.151040, output_gpu: 0.151040
input: 0.069696, output_cpu: 0.069696, output_gpu: 0.069696
input: -0.085830, output_cpu: -0.085830, output_gpu: -0.085830
input: -0.180875, output_cpu: -0.180875, output_gpu: -0.180875
input: -0.161545, output_cpu: -0.161545, output_gpu: -0.161545
input: -0.204185, output_cpu: -0.204185, output_gpu: -0.204185
input: -0.322959, output_cpu: -0.322959, output_gpu: -0.322959
input: -0.410523, output_cpu: -0.410523, output_gpu: -0.410523
input: -0.392880, output_cpu: -0.392880, output_gpu: -0.392880
input: -0.458696, output_cpu: -0.458696, output_gpu: -0.458696
input: -0.436046, output_cpu: -0.436046, output_gpu: -0.436046
input: -0.189401, output_cpu: -0.189401, output_gpu: -0.189401
input: -0.288608, output_cpu: -0.288608, output_gpu: -0.288608
input: 0.256947, output_cpu: 0.256947, output_gpu: 0.256947
input: 0.296399, output_cpu: 0.296399, output_gpu: 0.296399
input: 0.129465, output_cpu: 0.129465, output_gpu: 0.129465
input: -0.013921, output_cpu: -0.013921, output_gpu: -0.013921
input: 0.006757, output_cpu: 0.006757, output_gpu: 0.006757
input: 0.036862, output_cpu: 0.036862, output_gpu: 0.036862
input: -0.049267, output_cpu: -0.049267, output_gpu: -0.049267
input: -0.254797, output_cpu: -0.254797, output_gpu: -0.254797
input: -0.439666, output_cpu: -0.439666, output_gpu: -0.439666
input: -0.488253, output_cpu: -0.488253, output_gpu: -0.488253
input: -0.434687, output_cpu: -0.434687, output_gpu: -0.434687
input: 0.040622, output_cpu: 0.040622, output_gpu: 0.040622
input: -0.049015, output_cpu: -0.049015, output_gpu: -0.049016
input: -0.121145, output_cpu: -0.121145, output_gpu: -0.121145
input: 0.004304, output_cpu: 0.004304, output_gpu: 0.004304
input: -0.018530, output_cpu: -0.018530, output_gpu: -0.018530
input: 0.045808, output_cpu: 0.045808, output_gpu: 0.045808
input: 0.054424, output_cpu: 0.054424, output_gpu: 0.054424
input: 0.054710, output_cpu: 0.054710, output_gpu: 0.054710
input: 0.071269, output_cpu: 0.071269, output_gpu: 0.071269
input: -0.020876, output_cpu: -0.020876, output_gpu: -0.020876
input: -0.125812, output_cpu: -0.125812, output_gpu: -0.125812
input: -0.231185, output_cpu: -0.231185, output_gpu: -0.231185
input: -0.164724, output_cpu: -0.164724, output_gpu: -0.164724
input: 0.093525, output_cpu: 0.093525, output_gpu: 0.093525
input: 0.006176, output_cpu: 0.006176, output_gpu: 0.006176
input: -0.130196, output_cpu: -0.130196, output_gpu: -0.130196
input: 0.034663, output_cpu: 0.034663, output_gpu: 0.034663
input: 0.292337, output_cpu: 0.292337, output_gpu: 0.292337
input: 0.451558, output_cpu: 0.451558, output_gpu: 0.451558
input: 0.256676, output_cpu: 0.256676, output_gpu: 0.256676
input: 0.169631, output_cpu: 0.169631, output_gpu: 0.169631
input: 0.011495, output_cpu: 0.011495, output_gpu: 0.011495
input: -0.075772, output_cpu: -0.075772, output_gpu: -0.075772
input: -0.275945, output_cpu: -0.275945, output_gpu: -0.275945
input: -0.455756, output_cpu: -0.455756, output_gpu: -0.455756
input: -0.302991, output_cpu: -0.302991, output_gpu: -0.302991
input: 0.039588, output_cpu: 0.039588, output_gpu: 0.039588
input: 0.034330, output_cpu: 0.034330, output_gpu: 0.034330
input: 0.067835, output_cpu: 0.067835, output_gpu: 0.067835
input: 0.173643, output_cpu: 0.173643, output_gpu: 0.173643
input: 0.176832, output_cpu: 0.176832, output_gpu: 0.176832
input: 0.140884, output_cpu: 0.140884, output_gpu: 0.140884
input: 0.122300, output_cpu: 0.122300, output_gpu: 0.122300
input: 0.169215, output_cpu: 0.169215, output_gpu: 0.169215
input: 0.172858, output_cpu: 0.172858, output_gpu: 0.172858
input: 0.083533, output_cpu: 0.083533, output_gpu: 0.083533
input: 0.067177, output_cpu: 0.067177, output_gpu: 0.067177
input: -0.162164, output_cpu: -0.162164, output_gpu: -0.162164
input: 0.000944, output_cpu: 0.000944, output_gpu: 0.000944
input: 0.121447, output_cpu: 0.121447, output_gpu: 0.121447
input: 0.019107, output_cpu: 0.019107, output_gpu: 0.019107
input: -0.019488, output_cpu: -0.019488, output_gpu: -0.019488
input: 0.070538, output_cpu: 0.070538, output_gpu: 0.070538
input: 0.103492, output_cpu: 0.103492, output_gpu: 0.103492
input: 0.242521, output_cpu: 0.242521, output_gpu: 0.242521
input: 0.274323, output_cpu: 0.274323, output_gpu: 0.274323
input: 0.075566, output_cpu: 0.075566, output_gpu: 0.075566
input: 0.085052, output_cpu: 0.085052, output_gpu: 0.085052
input: 0.083882, output_cpu: 0.083882, output_gpu: 0.083882
input: 0.159813, output_cpu: 0.159813, output_gpu: 0.159813
input: 0.035155, output_cpu: 0.035155, output_gpu: 0.035155
input: 0.194261, output_cpu: 0.194261, output_gpu: 0.194261
input: 0.193763, output_cpu: 0.193763, output_gpu: 0.193763
input: 0.140353, output_cpu: 0.140353, output_gpu: 0.140353
input: -0.077713, output_cpu: -0.077713, output_gpu: -0.077713
input: -0.016804, output_cpu: -0.016804, output_gpu: -0.016804
input: 0.108356, output_cpu: 0.108356, output_gpu: 0.108356
input: 0.433137, output_cpu: 0.433137, output_gpu: 0.433137
input: 0.389431, output_cpu: 0.389431, output_gpu: 0.389431
input: -0.044377, output_cpu: -0.044377, output_gpu: -0.044377
input: -0.051305, output_cpu: -0.051305, output_gpu: -0.051305
input: -0.060383, output_cpu: -0.060383, output_gpu: -0.060383
input: -0.117354, output_cpu: -0.117354, output_gpu: -0.117354
input: -0.222175, output_cpu: -0.222175, output_gpu: -0.222175
input: -0.063688, output_cpu: -0.063688, output_gpu: -0.063688
input: 0.051940, output_cpu: 0.051940, output_gpu: 0.051940
input: 0.129162, output_cpu: 0.129162, output_gpu: 0.129162
input: -0.092933, output_cpu: -0.092933, output_gpu: -0.092933
input: 0.055075, output_cpu: 0.055075, output_gpu: 0.055075
input: -0.017920, output_cpu: -0.017920, output_gpu: -0.017920
input: 0.256426, output_cpu: 0.256426, output_gpu: 0.256426
input: 0.166000, output_cpu: 0.166000, output_gpu: 0.166000
input: -0.091550, output_cpu: -0.091550, output_gpu: -0.091550
input: -0.188043, output_cpu: -0.188043, output_gpu: -0.188043
input: -0.308913, output_cpu: -0.308913, output_gpu: -0.308913
input: -0.250901, output_cpu: -0.250901, output_gpu: -0.250901
input: -0.254637, output_cpu: -0.254637, output_gpu: -0.254637
input: -0.080858, output_cpu: -0.080858, output_gpu: -0.080858
input: 0.141025, output_cpu: 0.141025, output_gpu: 0.141025
input: 0.097319, output_cpu: 0.097319, output_gpu: 0.097319
input: 0.107379, output_cpu: 0.107379, output_gpu: 0.107379
input: 0.211429, output_cpu: 0.211429, output_gpu: 0.211429
input: 0.197431, output_cpu: 0.197431, output_gpu: 0.197431
input: 0.221565, output_cpu: 0.221565, output_gpu: 0.221565
input: 0.181928, output_cpu: 0.181928, output_gpu: 0.181928
input: 0.059504, output_cpu: 0.059504, output_gpu: 0.059504
input: 0.011519, output_cpu: 0.011519, output_gpu: 0.011519
input: -0.049309, output_cpu: -0.049309, output_gpu: -0.049309
input: -0.029938, output_cpu: -0.029938, output_gpu: -0.029938
input: 0.035952, output_cpu: 0.035952, output_gpu: 0.035952
input: 0.200155, output_cpu: 0.200155, output_gpu: 0.200155
input: 0.335068, output_cpu: 0.335068, output_gpu: 0.335068
input: 0.210632, output_cpu: 0.210632, output_gpu: 0.210632
input: 0.022690, output_cpu: 0.022690, output_gpu: 0.022690
input: 0.066320, output_cpu: 0.066320, output_gpu: 0.066320
input: -0.049423, output_cpu: -0.049423, output_gpu: -0.049423
input: -0.103570, output_cpu: -0.103570, output_gpu: -0.103570
input: -0.157670, output_cpu: -0.157670, output_gpu: -0.157670
input: -0.218875, output_cpu: -0.218875, output_gpu: -0.218875
input: -0.198868, output_cpu: -0.198868, output_gpu: -0.198868
input: -0.214524, output_cpu: -0.214524, output_gpu: -0.214524
input: -0.208984, output_cpu: -0.208984, output_gpu: -0.208984
input: -0.140462, output_cpu: -0.140462, output_gpu: -0.140462
input: -0.072704, output_cpu: -0.072704, output_gpu: -0.072704
input: -0.072319, output_cpu: -0.072319, output_gpu: -0.072319
input: -0.105609, output_cpu: -0.105609, output_gpu: -0.105609
input: -0.493838, output_cpu: -0.493838, output_gpu: -0.493838
input: -0.526738, output_cpu: -0.526738, output_gpu: -0.526738
input: -0.744053, output_cpu: -0.744053, output_gpu: -0.744053
input: -0.752689, output_cpu: -0.752689, output_gpu: -0.752689
input: -0.885331, output_cpu: -0.885331, output_gpu: -0.885331
input: -0.963245, output_cpu: -0.963245, output_gpu: -0.963245
input: -0.996561, output_cpu: -0.996561, output_gpu: -0.996561
input: -1.029177, output_cpu: -1.029177, output_gpu: -1.029177
input: -1.027328, output_cpu: -1.027328, output_gpu: -1.027328
input: -0.956265, output_cpu: -0.956265, output_gpu: -0.956265
input: -0.815215, output_cpu: -0.815215, output_gpu: -0.815215
input: -0.675408, output_cpu: -0.675408, output_gpu: -0.675408
input: -0.584539, output_cpu: -0.584539, output_gpu: -0.584539
input: -16.752146, output_cpu: 0.000000, output_gpu: 0.000000
input: -13.056374, output_cpu: 0.000002, output_gpu: 0.000002
input: -12.730465, output_cpu: 0.000003, output_gpu: 0.000003
input: -13.527011, output_cpu: 0.000001, output_gpu: 0.000001
input: -12.697017, output_cpu: 0.000003, output_gpu: 0.000003
input: -11.536371, output_cpu: 0.000010, output_gpu: 0.000010
input: -11.490937, output_cpu: 0.000010, output_gpu: 0.000010
input: -13.059576, output_cpu: 0.000002, output_gpu: 0.000002
input: -13.018895, output_cpu: 0.000002, output_gpu: 0.000002
input: -13.223888, output_cpu: 0.000002, output_gpu: 0.000002
input: -12.694486, output_cpu: 0.000003, output_gpu: 0.000003
input: -13.570765, output_cpu: 0.000001, output_gpu: 0.000001
input: -17.059444, output_cpu: 0.000000, output_gpu: 0.000000
input: -15.888540, output_cpu: 0.000000, output_gpu: 0.000000
input: -10.439375, output_cpu: 0.000029, output_gpu: 0.000029
input: -9.960824, output_cpu: 0.000047, output_gpu: 0.000047
input: -11.566237, output_cpu: 0.000009, output_gpu: 0.000009
input: -10.553809, output_cpu: 0.000026, output_gpu: 0.000026
input: -8.809145, output_cpu: 0.000149, output_gpu: 0.000149
input: -8.081442, output_cpu: 0.000309, output_gpu: 0.000309
input: -9.316171, output_cpu: 0.000090, output_gpu: 0.000090
input: -9.822167, output_cpu: 0.000054, output_gpu: 0.000054
input: -8.961487, output_cpu: 0.000128, output_gpu: 0.000128
input: -7.984982, output_cpu: 0.000340, output_gpu: 0.000340
input: -9.438863, output_cpu: 0.000080, output_gpu: 0.000080
input: -14.938149, output_cpu: 0.000000, output_gpu: 0.000000
input: -14.768071, output_cpu: 0.000000, output_gpu: 0.000000
input: -9.711710, output_cpu: 0.000061, output_gpu: 0.000061
input: -8.897440, output_cpu: 0.000137, output_gpu: 0.000137
input: -11.812284, output_cpu: 0.000007, output_gpu: 0.000007
input: -11.285944, output_cpu: 0.000013, output_gpu: 0.000013
input: -10.453939, output_cpu: 0.000029, output_gpu: 0.000029
input: -10.141880, output_cpu: 0.000039, output_gpu: 0.000039
input: -10.187279, output_cpu: 0.000038, output_gpu: 0.000038
input: -7.858554, output_cpu: 0.000386, output_gpu: 0.000386
input: 6.704675, output_cpu: 0.998776, output_gpu: 0.998776
input: 3.389284, output_cpu: 0.967368, output_gpu: 0.967368
input: -10.044592, output_cpu: 0.000043, output_gpu: 0.000043
input: -16.835907, output_cpu: 0.000000, output_gpu: 0.000000
input: -13.688278, output_cpu: 0.000001, output_gpu: 0.000001
input: -10.748901, output_cpu: 0.000021, output_gpu: 0.000021
input: -11.211295, output_cpu: 0.000014, output_gpu: 0.000014
input: -13.086511, output_cpu: 0.000002, output_gpu: 0.000002
input: -12.969050, output_cpu: 0.000002, output_gpu: 0.000002
input: -11.587534, output_cpu: 0.000009, output_gpu: 0.000009
input: -11.614756, output_cpu: 0.000009, output_gpu: 0.000009
input: -13.694509, output_cpu: 0.000001, output_gpu: 0.000001
input: -10.934249, output_cpu: 0.000018, output_gpu: 0.000018
input: 2.387352, output_cpu: 0.915858, output_gpu: 0.915858
input: -0.406376, output_cpu: 0.399781, output_gpu: 0.399781
input: -13.446924, output_cpu: 0.000001, output_gpu: 0.000001
input: -17.925020, output_cpu: 0.000000, output_gpu: 0.000000
input: -15.670801, output_cpu: 0.000000, output_gpu: 0.000000
input: -11.571331, output_cpu: 0.000009, output_gpu: 0.000009
input: -11.191275, output_cpu: 0.000014, output_gpu: 0.000014
input: -10.426930, output_cpu: 0.000030, output_gpu: 0.000030
input: -11.771486, output_cpu: 0.000008, output_gpu: 0.000008
input: -12.637822, output_cpu: 0.000003, output_gpu: 0.000003
input: -12.461878, output_cpu: 0.000004, output_gpu: 0.000004
input: -14.398693, output_cpu: 0.000001, output_gpu: 0.000001
input: -13.055494, output_cpu: 0.000002, output_gpu: 0.000002
input: -10.221146, output_cpu: 0.000036, output_gpu: 0.000036
